station_name,station_code,zone,division,state,address,latitude,longitude
Choral,CRL,WR,RATLAM,Madhya Pradesh,"SH 27, Madhya Pradesh",22.450677,75.94413499999999
Ambassa,ABSA,NFR,LMG,Tripura,"Ambassa, Tripura",23.930507,91.860783
Navalpura,NVP,,,,,23.289155,73.19955399999999
Dabka,DBKA,SCR,,Madhya Pradesh,"Amlakhurd, Madhya Pradesh",21.361353,76.720809
Champapukur,CQR,ER,,West Bengal,"Kholapota, West Bengal",22.656634,88.80796000000001
NAYA AZADPUR,NDAZ,,,,,28.714564,77.166876
ADARSH NAGAR DELHI,ANDI,NR,DLI,,,28.714205,77.16670699999999
Churu,CUR,NWR,BKN,Rajasthan,"Churu, Rajasthan",28.288281,74.966203
BADLI,BHD,NR,DLI,,,28.7468,77.1377425
KHERA KALAN,KHKN,NR,DLI,,,28.769718,77.115838
HOLAMBI KALAN,HUK,NR,DLI,,,28.801187,77.102334
NARELA,NUR,NR,DLI,,,28.846886,77.085727
Chhindwara Junction,CWA,SECR,NGP,Madhya Pradesh,"Chhindwara, Madhya Pradesh",22.058201,78.953212
RATHDHANA,RDDE,NR,DLI,,,28.904132,77.05914800000001
Chandanattop Halt,CTPE,SR,,Kerala,"Kilikkollur, Kerala",8.932478000000001,76.64532
HARANA KALAN,HNN,,,,,28.945425,77.039135
SONIPAT,SNP,NR,DLI,,,28.989423,77.017343
SANDAL KALAN,SLKN,NR,DLI,,,29.063432,77.012589
RAJLU GARHI,RUG,,,,,29.090744,77.012109
GANAUR,GNU,NR,DLI,,,29.130776,77.01074999999999
BHODWAL MAJRI,BDMJ,NR,DLI,,,29.1852092,77.0082364
SAMALKHA,SMK,NR,DLI,,,29.240172,77.003034
DIWANA,DWNA,NR,DLI,,,29.318564,76.980194
BABARPUR,BBDE,NR,DLI,,,29.449652,76.966178
KOHAND,KFU,,,,,29.494782,76.968758
GHARAUNDA,GRA,NR,DLI,,,29.541636,76.96575000000001
BAZIDA JATAN,BZJT,NR,DLI,,,29.613391,76.965812
KARNAL,KUN,NR,DLI,,,29.694566,76.969821
BHAINI KHURD,BZK,NR,DLI,,,29.751544,76.95536200000001
TARAORI,TRR,NR,DLI,,,29.797906,76.93858
NILOKHERI,NLKR,NR,DLI,,,29.831492,76.925491
KURUKSHETRA JN,KKDE,NR,DLI,,,29.96944,76.852795
DHANUVACHAPURAM,DAVM,SR,,Kerala,"Dhanuvachapuram, Kerala",8.378802,77.124352
CHATTRIPUT,CTS,ECoR,WAT,Odisha,"Jeypore, Orissa",18.922722,82.590027
D.A.V.C.H. JALANDHAR,DAVJ,NR,,Punjab,"Jalandhar, Punjab",31.346977000000003,75.56132
INDRAPURI,DLPI,NR,,,"Delhi Cantonment, Delhi NCT",28.6283424665,77.14358825779999
Guwarighat,GRG,SECR,NGP,Madhya Pradesh,"Gwarighat, Madhya Pradesh",23.110295,79.92761300000001
DELHI SAFDARJUNG,DSJ,NR,DLI,,"Netaji Nagar, Delhi NCT",28.582121,77.186969
DHURANA,DHRN,NR,,Haryana,"Panipat, Haryana",29.253606,76.803295
DUDIA,DUK,NWR,JU,Rajasthan,"Dundara, Rajasthan",25.934458,72.902042
DUROJI,DAJ,SWR,UBL,Karnataka,"Bellary, Karnataka",15.227107,76.70013
CHAKIA THERMAL HALT,BTPH,,,,,25.4012639369,86.01624276369999
JATHA,JDDA,,,,,22.0159803866,82.875333703
JHARRADIH,JDI,SECR,BSP,,,21.999876,83.050747
Devakottai Road,DKO,SR,MDU,Tamil Nadu,"NH 210, Tamil Nadu",10.037610999999998,78.761747
DIBAI,DIB,NR,MB,Uttar Pradesh,"Dibai, Uttar Pradesh",28.19378,78.303084
JUHI OUTER CABIN,CNJO,,,,,26.4531901925,80.3239098425
LAMBIYA,LMA,NWR,AII,Rajasthan,"National Highway 79, Rajasthan",25.578334,74.58561499999999
Devgarh Madriya,DOHM,NWR,,Rajasthan,"Devgarh, Rajasthan",25.610206,73.855552
DAYANAND NAGAR,DYE,SCR,,Andhra Pradesh,"Secunderabad, Andhra Pradesh",17.456247,78.53134999999999
DABILPUR,DBV,SCR,,Andhra Pradesh,"Rangareddy, Andhra Pradesh",17.674226,78.470315
BAHADURGARH,BGZ,NR,DLI,Haryana,"Bahadurgarh, Haryana",28.700863,76.930886
DAMNAGAR,DME,WR,BHAVNAGAR,Gujarat,"Damnagar, Gujarat",21.688346,71.509053
Aranghata,AG,ER,,West Bengal,"Haranath Para Ln, West Bengal",23.242037,88.613551
RELANGI,RLG,SCR,,Andhra Pradesh,"Relangi, Andhra Pradesh",16.709921,81.64411
BMY C CABIN,CCAB,,,,,21.209789,81.44306300000001
DHONDI,DNDI,SCR,,Maharashtra,"State Highway 148, Maharashtra",19.106268,76.736112
NIDUBROLU,NDO,SCR,BZA,,,16.067904,80.557243
Fazilka,FKA,NR,FZR,Punjab,"Fazilka, Punjab",30.408641,74.02541699999999
TADEPALLIGUDEM,TDD,SCR,BZA,,,16.809960999999998,81.526314
PRATTIAPADU,PTPU,,,,,16.820864999999998,81.581431
Bardi Halt,BDHT,SECR,,Madhya Pradesh,"State Highway 19, Madhya Pradesh",21.621177,78.822411
Dodajala Lake,DJL,SWR,,Karnataka,"Hosur Road., Karnataka",13.183156,77.652122
Dhing,DIU,NFR,,Assam,"National Highway 37, Assam",26.453101,92.450865
Dugdol,DGQ,NWR,,Gujarat,"Dhanera, Gujarat",24.631708,72.096828
Dagru,DAU,NR,FZR,Punjab,"Dagru, Punjab",30.834858,75.047442
GHOSHAWAR,GWH,ECR,SEE,,,25.7374211354,85.24335073670001
HAJIPUR JN,HJP,ECR,SEE,,,25.702909,85.2155
PUDUKAD,PUK,SR,TVC,,,10.420507,76.26070700000001
NELLAYI,NYI,,,,,10.392415000000002,76.275994
UTTUKULI,UKL,SR,SA,,,11.156494,77.448615
TIRUPPUR,TUP,SR,SA,,,11.108906,77.341247
SOMANUR,SNO,SR,SA,,,11.087247,77.18638
SULUR ROAD,SUU,SR,SA,,,11.049634,77.11729
IRUGUR,IGU,,,,,11.017199,77.06913399999999
SINGANALLUR,SHI,,,,,11.012921,77.03945900000001
PILAMEDU,PLMD,SR,SA,,,11.033241,76.999566
COIMBATORE JN,CBE,SR,SA,,,10.997639,76.966298
PODANUR JN,PTJ,SR,SA,,,10.965425,76.990125
MADUKARAI,MDKI,SR,PGT,,,10.900858,76.94295000000001
IRINJALAKUDA,IJK,SR,TVC,,,10.339456,76.280924
CHALAKUDI,CKI,SR,TVC,,,10.3017975,76.3218076
DIVINE NAGAR,DINR,,,,,10.2853993721,76.3363143628
KORATTI ANGADI,KRAN,,,,,10.260123,76.355901
KARUKKUTTY,KUC,SR,TVC,,,10.225757,76.373077
ANGAMALI,AFK,SR,TVC,,,10.183676,76.37786
CHOVVARA,CWR,,,,,10.133064,76.37218899999999
Darjeeling,DJ,NFR,KIR,West Bengal,"Darjeeling, West Bengal",27.038151,88.263326
ALUVA,AWY,SR,TVC,,,10.108163,76.356508
KALAMASSERY,KLMR,SR,TVC,,,10.061818,76.32695600000001
EDAPPALLY,IPL,SR,TVC,,,10.034338,76.298271
ERNAKULAM TOWN,ERN,SR,TVC,,,9.991582,76.2861
ETTIMADAI,ETMD,SR,PGT,,,10.898788,76.89715500000001
WALAYAR,WRA,SR,PGT,,,10.8471810329,76.8376135147
Dhablan,DBN,NR,UMB,Punjab,"Gurudwara Ishar Darbar Rd, Punjab",30.3379133215,76.276917865
Dabpal,DBF,ECoR,WAT,Chhattisgarh,"Dabpal, Chhattisgarh",18.92798,81.488923
Dhing Bazar,DBZ,NFR,,Assam,"Mathaouri Rd, Assam",26.455873,92.481039
CHULLIMADA,CLMD,,,,,10.837165,76.801793
KOTTEKAD,KTKU,,,,,10.815731,76.693457
DALMERA,DLC,NWR,BKN,Rajasthan,"Bikaner, Rajasthan",28.417832,73.65658
TIRUNETTUR,TNU,,,,,9.933729,76.30765699999999
KUMBALAM,KUMM,SR,TVC,,,9.906723,76.3116
AROOR HALT,AROR,,,,,9.8791031,76.30283299999999
EZHUPPUNNA,EZP,,,,,9.820288,76.302391
TURAVUR,TUVR,SR,TVC,,,9.772809,76.309979
ERNAKULAM JN. C,ERSC,,,,,9.97806,76.28985899999999
DHANAPUR ORISSA,DIR,ECoR,WAT,Odisha,"National Highway 43, Orissa",18.945173,82.50739300000001
DEORANIAN,DRN,NER,IZN,Uttar Pradesh,"SH 37, Uttar Pradesh",28.64478,79.476473
BEGU SARAI,BGS,ECR,SEE,Bihar,"06243-222853, Bihar",25.425296,86.134476
BAKHLETA,BQQ,WCR,JBP,,,23.846381,79.96972000000001
GULABPURA,GBP,NWR,,Rajasthan,"Gulabpura, Rajasthan",25.9027951891,74.65595449829999
RITHI,REI,WCR,JBP,,,23.904168,80.140267
MORADABAD WEST,MBWC,,,,,28.83865785,78.7596338837
HARTHALA,HRH,NR,MB,,,28.8719872056,78.73559542849999
GOHAD ROAD,GOA,NCR,JHS,Madhya Pradesh,"Bhind, Madhya Pradesh",26.480421000000003,78.439153
DHANORA DECCAN,DHNR,SCR,NED,Maharashtra,"Kinwat, Maharashtra",19.4655174389,78.13275402709999
ALLAHABAD JN,ALD,,,,,25.446241,81.828816
Etah,ETAH,NCR,PRYJ,Uttar Pradesh,"Etah, Uttar Pradesh",27.571173,78.65391899999999
GANDHIGRAM,GG,WR,BHAVNAGAR,Gujarat,"Ahmedabad, Gujarat",23.02676,72.568831
BHUSAVAL JN,BSL,CR,BSL,,,21.0472812,75.78867170000001
KOPAR ROAD,KOPR,,,,,19.211345,73.077841
GANGATIKURI,GGLE,ER,HWH,West Bengal,"State Highway 6, West Bengal",23.71822,88.087286
KARWANDIA,KWD,ECR,DDU,,,24.953195,84.084599
Gadra Road,GDD,NWR,JU,Rajasthan,"Gadara, Rajasthan",25.743851,70.64304
SASARAM,SSM,ECR,DDU,,,24.955926,84.019423
DHATRIGRAM,DTAE,ER,,West Bengal,"Dhatrigram, West Bengal",23.277796,88.31182199999999
SELOO ROAD,SLOR,CR,NGP,,,20.77665,78.71490899999999
SINDI,SNI,CR,NGP,,,20.816446,78.883342
Dhansura,DNUA,WR,,Gujarat,"State Highway 68, Gujarat",23.351916,73.19870999999999
SULGARE,SGRD,,,,,22.019979,82.743775
BARADWAR,BUA,SECR,BSP,,,22.011725,82.813724
SAKTI,SKT,SECR,BSP,,,22.011785000000003,82.956526
ERIODU,EDU,SR,SA,Tamil Nadu,"State Highway 74, Tamil Nadu",10.51562799,78.05712899000001
SARJU,SUJ,NER,LJN,,,27.111885,81.648076
GANGAIKONDAN,GDN,SR,MDU,Tamil Nadu,"Thoothukudi, Tamil Nadu",8.830736,77.786203
LANDAURA,LDR,NR,MB,,,29.814493,77.941557
DUGANPUR,DUN,NR,MB,,,28.658317,79.13019
CLUTTER BUCK GANJ,CBJ,NR,MB,,,28.396895,79.371946
BAREILLY,BE,NR,MB,,,28.3371543,79.4108444
DITOKCHERRA,DTC,NFR,LMG,Assam,"North Cachar Hills, Assam",25.090538,92.798715
BADURPUR GHAT,BPG,NFR,LMG,Assam,"National Highway 53, Assam",24.872902,92.581099
Girdharpur,GIW,NCR,JHS,Rajasthan,"State Highway 6, Rajasthan",25.845508,76.794583
RASURIYA,RYS,NR,MB,,,28.26396,79.47445900000001
NAYAGAON,NYO,ECR,SEE,,,25.763263,85.099366
PARMANANDPUR,PMU,ECR,SEE,,,25.741291,85.133951
Gainsari Junction,GIR,NER,LJN,Uttar Pradesh,"Balrampur, Uttar Pradesh",27.5268392968,82.5441789069
BAPATLA,BPP,SCR,BZA,,,15.9086144,80.46842480000001
APPIKATLA,APL,SCR,BZA,,,15.970371,80.514466
MACHAVARAM,MCVM,,,,,16.025343,80.54154100000001
CHEBROL,CEL,SCR,BZA,,,16.819948,81.396533
Ghogardiha,GGH,ECR,SPJ,Bihar,"Ghoghardiha, Bihar",26.282768,86.468503
BADAMPUDI,BPY,,,,,16.828104,81.473751
AMARDA ROAD,ARD,SER,KGP,,,21.734258,87.102374
PERUNDURAI,PY,SR,SA,,,11.25334,77.628672
FAQARSAR,FSR,NR,,Punjab,"Fakarsar, Punjab",30.189431000000003,74.57257200000001
CHAKITING,CFG,NFR,,Assam,"Dhodar Ali, Assam",26.5616754046,94.0956546234
INGUR,IGR,SR,SA,,,11.22501,77.587299
VIJAYAMANGALAM,VZ,SR,SA,,,11.195525,77.522231
DOULTA,DLA,,,,,24.998509,78.42932499999999
TALBAHAT,TBT,NCR,JHS,,,25.039255,78.414552
MATATILA,MZX,NCR,JHS,,,25.0851,78.40284000000001
BASAI,BZY,NCR,JHS,,,25.142923,78.394254
BABINA,BAB,NCR,JHS,,,25.237832,78.451748
KHAJRAHA,KHJ,NCR,JHS,,,25.304158,78.478365
BIJAULI,BJI,NCR,JHS,,,25.3764678,78.51774610000001
JHANSI A CABIN,JHSA,,,,,25.41949,78.545787
JHANSI JN,JHS,,,,,25.443585,78.55298499999999
KARARI,KRQ,NCR,JHS,,,25.530800000000003,78.509084
DATIA,DAA,,JHS,,,25.641070000000003,78.456356
SONAGIR,SOR,NCR,JHS,,,25.730668,78.409099
KOTRA,KTRA,NCR,JHS,,,25.811254,78.381661
DABRA,DBA,NCR,JHS,,,25.881197,78.331015
SIMARIATAL,SMTL,,,,,25.9219956094,78.3042595734
ANANT PAITH,AEH,NCR,JHS,,,25.9553895013,78.2761320917
Farhatnagar,FRH,NR,,Uttar Pradesh,"Farhatnagar, Uttar Pradesh",27.081164,80.143212
Gautamdhara,GATD,SER,RNC,Jharkhand,"Gautamdhara, Jharkhand",23.3498809788,85.6329945703
Gir Gadhara,GEG,WR,,Gujarat,"Junagadh, Gujarat",20.906347,70.919246
Phulad,FLD,NWR,AII,Rajasthan,"State Highway 62, Rajasthan",25.623979,73.81311799999999
Ganga Dham,GADM,NER,LJN,Uttar Pradesh,"Ganga Dham, Uttar Pradesh",27.20976,81.930509
Dhamtari,DTR,SECR,R,Chhattisgarh,"Dhamtari, Chhattisgarh",20.714515,81.550321
DHAREWADA,DRW,WR,,Gujarat,"Unjha, Gujarat",23.960816,72.378575
KHIMEL,KZQ,NWR,AII,Rajasthan,"Jawai Bandh, Rajasthan",25.300189,73.279577
HARDUA,HDU,WCR,JBP,,,23.9150542164,80.2834127417
HALDWANI,HDW,NER,IZN,Uttarakhand,"Haldwani, Uttarakhand",29.215097,79.533732
AKALTARA,AKT,SECR,BSP,,,22.029121,82.422049
Halbarga,HBU,SCR,SC,Karnataka,"Halbarga, Karnataka",17.988470000000003,77.298175
GANGAKHER,GNH,SCR,NED,Maharashtra,"State Highway 217, Maharashtra",18.973377,76.755511
NAILA,NIA,SECR,BSP,,,22.022964,82.56458900000001
KUMAHU,KMGE,ECR,DDU,,,24.976944,83.946305
SHIU SAGAR ROAD,SSG,ECR,DDU,,,24.999465,83.895453
CHAMPA,CPH,SECR,BSP,,,22.034731,82.665149
Gautampura Road,GPX,WR,RATLAM,Madhya Pradesh,"Barnagar, Madhya Pradesh",23.2008894,75.68198989999999
RAIGADH ROAD,RGQ,NWR,AII,Gujarat,"National Highway 8, Gujarat",23.596666,73.183592
GODHANESHWAR,GS,WR,BHAVNAGAR,Gujarat,"Bagodara Dholka Link Rd, Gujarat",22.68118,72.36834
Gulaothi,GLH,NR,MB,Uttar Pradesh,"Gulaothi, Uttar Pradesh",28.582962,77.801799
Hasanabad,HNB,ER,,West Bengal,"Taki, West Bengal",22.570155,88.912953
PULLA,PUA,SCR,BZA,,,16.809911,81.324846
KAIKORAM,KKRM,,,,,16.815341,81.36421899999999
JALESWAR,JER,SER,KGP,,,21.79749,87.22049100000001
FAIZULLAPUR,FYZ,NCR,PRYJ,,,25.869213,80.893347
ERODE JN,ED,SR,SA,,,11.327682,77.72593400000001
Harpalu,HR,NWR,BKN,Rajasthan,"Bahal, Rajasthan",28.5690538031,75.4910470972
RASULABAD,RUB,NCR,PRYJ,,,25.826999,80.977088
SATH NARAINI,SNIE,NCR,PRYJ,,,25.795325,81.03942
DESUR,DUR,SWR,UBL,Karnataka,"Desur, Karnataka",15.754344,74.49801
CHINCHLI,CNC,SWR,UBL,Karnataka,"Belagavi, Karnataka",16.571696999999997,74.855323
MATLABPUR,MTB,NR,MB,,,28.989821,78.656727
KANTH,KNT,NR,MB,,,29.059768,78.621471
MEWA NAWADA,MWE,NR,MB,,,29.118385,78.613167
SEOHARA,SEO,NR,MB,,,29.204807,78.580977
CHAKRAJ MAL,CAJ,NR,MB,,,29.249784,78.536047
DHAMPUR,DPR,NR,MB,,,29.305446,78.501588
HABIBWALA,HBW,NR,MB,,,29.349034,78.47897300000001
GADHAKDA,GKD,WR,BHAVNAGAR,Gujarat,"Gadhakada Rd, Gujarat",21.237962,71.38171899999999
PURAINI,PNI,NR,MB,,,29.388929,78.445574
NAGINA,NGG,NR,MB,,,29.437919,78.424119
BUNDKI,BEK,NR,MB,,,29.522577,78.3932854
GYANPUR ROAD,GYN,NER,BSB,Uttar Pradesh,"Bhadohi District, Uttar Pradesh",25.280144011,82.4272883557
MURSHADPUR,MSDR,NR,MB,,,29.57239523,78.3756456903
NAJIBABAD JN,NBD,NR,MB,,,29.60354,78.335733
FAZALPUR,FZL,NR,MB,,,29.5937410175,78.27795372130001
CHANDOK,CNK,NR,MB,,,29.576786,78.152782
BALAWALI,BLW,NR,MB,,,29.6274345,78.1124328
RAISI,RSI,NR,MB,,,29.6928321018,78.0664335504
ADESAR,AAR,WR,AHMEDABAD,Gujarat,"Dist. Kachchh, Gujarat",23.5529783995,70.9720505023
HARIHAR,HRR,SWR,MYS,Karnataka,"Harihar, Karnataka",14.515431,75.812314
Ganguwada,GVA,ECoR,,Andhra Pradesh,"Ganguwada, Andhra Pradesh",18.66763705,84.1072235
Gurhi,GUX,SCR,,Madhya Pradesh,"Khandwa, Madhya Pradesh",21.629554,76.58074500000001
HANUMANGARH JN,HMH,NWR,BKN,Rajasthan,"Hanumangarh, Rajasthan",29.614904,74.297633
Angadippuram,AAM,SR,PGT,Kerala,"Angadipuram, Kerala",10.979489,76.20734300000001
PHILLAUR JN,PHR,NR,FZR,,,31.016907,75.78576100000001
LADHOWAL,LDW,NR,FZR,,,31.016957,75.78581100000001
LUDHIANA JN,LDH,NR,FZR,,,30.912367,75.84787299999999
DHANDARIKALAN BLOCK HUT,BHOI,,,,,30.894741,75.87188
Kiwar Khed,HKR,SCR,,Maharashtra,"State Highway 194, Maharashtra",21.186952,76.8767
DHANDARI KALAN,DDL,NR,FZR,,,30.874477,75.90949099999999
SANAHWAL,SNL,NR,FZR,,,30.837436,75.9795
DORAHA,DOA,NR,UMB,,,30.804137,76.04330300000001
JASPALON,JSPN,,,,,30.7847375851,76.0801522656
CHAWAPALL,CHA,NR,UMB,,,30.7594625741,76.127464975
KHANNA,KNN,NR,UMB,,,30.707973,76.22513400000001
GOVINDGARH,GVG,NR,UMB,,,30.6694834261,76.2970739075
SIRHIND JN,SIR,NR,UMB,,,30.624222,76.383194
SADHOO GARH,SDY,NR,UMB,,,30.5828632034,76.44847259640001
SARAI BANJARA,SBJ,NR,UMB,,,30.538386,76.515682
RAJPURA JN,RPJ,NR,UMB,,,30.486458949,76.5940201901
SAMBHU,SMU,NR,UMB,,,30.4290274715,76.684143667
CHODIALA,CDL,NR,MB,,,29.896398,77.738546
IQBALPUR,IQB,NR,MB,,,29.875114,77.803799
ROORKEE,RK,NR,MB,,,29.851671,77.87417
DHANDHERA,DNRA,NR,MB,,,29.8434029837,77.9019227979
DAUSNI,DSNI,NR,MB,,,29.784745,77.979636
CHANNAPATNA,CPT,SWR,SBC,Karnataka,"Channapatna, Karnataka",12.659673000000002,77.203824
KATHGHAR,KGF,NR,MB,,,28.826066,78.796689
DALPATPUR,DLP,NR,MB,,,28.820438,78.87718699999999
MUNDHA PANDE,MPH,NR,MB,,,28.800367,78.939038
RAMPUR,RMU,NR,MB,,,28.778863,79.023419
SHAHZAD NAGAR,SAR,NR,MB,,,28.750033,79.05214699999999
DHAMORA,DAM,NR,MB,,,28.707129,79.087745
AMBIKA BHAWANI HALT,AABH,,,,,25.751433665,84.9690033484
DIGHWARA,DGA,ECR,SEE,,,25.743938,85.003168
SITALPUR,STLR,ECR,SEE,,,25.76874,85.03663800000001
JIWDHARA,JDR,ECR,SPJ,Bihar,"Jiwdhara, Bihar",26.581722,84.906874
AGHWANPUR,AWP,NR,MB,,,28.939542,78.702865
KHARI AMRAPUR,KIA,WR,,Gujarat,"State Highway 237, Gujarat",23.390711,72.913948
IBRAHIMPUR,IMR,SWR,,Karnataka,"Bijapur, Karnataka",16.802926,75.719362
JUNAGADH JN,JND,WR,BHAVNAGAR,Gujarat,"Junagadh, Gujarat",21.530606,70.457612
JALIYA,JA,WR,BHAVNAGAR,Gujarat,"Ranuja Village Rd, Gujarat",21.8163569109,71.6324910046
INDUPALLI,IDP,SCR,BZA,Andhra Pradesh,"Krishna, Andhra Pradesh",16.479094,80.87706899999999
DODBELE,DBL,SWR,SBC,Karnataka,"National Highway 4, Karnataka",13.216441,77.351193
KHURMABAD ROAD,KVD,,,,,25.021489000000003,83.848303
Jamadobu,JBO,SER,,Jharkhand,"Jharia, Jharkhand",23.715139,86.410031
KUDRA,KTQ,ECR,DDU,,,25.048552,83.79337100000001
PUSAULI,PSE,ECR,DDU,,,25.097235,83.72151
SITAMPET,STPT,,,,,16.797409,81.211206
JHAMATPUR BAHARAN,JHBN,ER,HWH,West Bengal,"Goai, West Bengal",23.749987,88.098669
AMBALA CITY,UBC,NR,UMB,,,30.378497,76.763996
JIRAT,JIT,ER,,West Bengal,"Jirat, West Bengal",23.098255,88.461461
BHIMADOLU,BMD,SCR,BZA,,,16.80848173,81.26109679
Jerthi Dadhia,JDD,NWR,,Rajasthan,"MDR 87, Rajasthan",27.731618001396782,75.2010774705559
LAKSHANNATH ROAD,LXD,SER,KGP,,,21.842011,87.25095300000001
JUGIJAN,JGJN,NFR,LMG,Assam,"National Highway 36, Assam",26.028001,92.81771
JAMGURI,JMI,NFR,LMG,Assam,"National Highway 39, Assam",26.3877071452,93.9604479663
CANSAULIM,CSM,SWR,UBL,Goa,"Arossim Beach Rd, Goa",15.344532,73.897226
BURHPURA,BPW,NCR,JHS,,,25.211179,78.42955
Indemau,IDM,NR,,Uttar Pradesh,"Indemau, Uttar Pradesh",26.318344,80.767021
KASTURI,KSR,,,,,27.139983,81.728838
MAIJAPUR,MIR,NER,LJN,,,27.141734,81.773788
Junnor Deo,JNO,CR,NGP,Madhya Pradesh,"Dongar Parasia, Madhya Pradesh",22.191279,78.592052
GONDA KACHAHRI,GDK,NER,LJN,,,27.1402272205,81.93402688110001
BARUACHAK,BRCK,NER,LJN,,,27.122672,82.055181
Jogal,JOL,,,Odisha,"Jogal, Orissa",21.696442,86.88271399999999
Ichauli,ICL,NCR,JHS,Uttar Pradesh,"Maudaha, Uttar Pradesh",25.520955,80.178833
MOTIGANJ,MOTG,NER,LJN,,,27.101387,82.103635
JHILAHI,JLHI,NER,LJN,,,27.0726040433,82.17287785639999
Kachna,KAU,NFR,KIR,West Bengal,"National Highway 34, West Bengal",25.6337383216,88.0246425354
Bela Bela,BBHL,,,,,26.137192375,81.2487596802
JANWAL,JOA,SCR,SC,Maharashtra,"Latur, Maharashtra",18.55964,76.75514700000001
Jadar,JADR,WR,,Gujarat,"State Highway 9, Gujarat",23.745814000000003,72.952369
Jojwa,JJW,WR,,Gujarat,"Vadodara, Gujarat",22.253213,73.642431
MANKAPUR JN,MUR,NER,LJN,,,27.039058,82.227648
LAKHPAT NAGAR,LKNR,NER,LJN,,,27.0276257858,82.2775887885
MASKANWA,MSW,NER,LJN,,,27.0013792301,82.3597396039
ANANGUR,ANU,SR,SA,,,11.39694,77.820053
Pawapuri Road Halt,POE,ECR,DNR,,,25.160225,85.512918
S NARAYAN CHPLA,SNC,NER,LJN,,,26.9810021017,82.3961659851
Hasanbazar Halt,HSB,ECR,,Bihar,"Hasan Bazar, Bihar",25.2665823122,84.34929577759999
BAHMAN JYOTIA,BNGY,,,,,26.9662637829,82.4273550012
PARSA TEWARI,PATI,NER,LJN,,,26.95565,82.45215499999999
JHUSI,JI,NER,BSB,Uttar Pradesh,"NH 2, Uttar Pradesh",25.431145,81.91664399999999
GOVINDNAGAR,GOVR,NER,LJN,,,26.864223000000003,82.707468
BASTI,BST,NER,LJN,,,26.815678,82.77005899999999
ORWARA,ORW,NER,LJN,,,26.802389,82.83031100000001
CHUREB,CRV,NER,LJN,,,26.782155,82.97763599999999
MANANWALA,MOW,NR,FZR,,,31.612827000000003,74.96656200000001
JANDIALA,JNL,NR,FZR,,,31.589979,75.05441200000001
TANGRA,TRA,NR,FZR,,,31.576426,75.107232
Jaswantgarh,JSH,NWR,,Rajasthan,"Sujangarh, Rajasthan",27.668988,74.44396800000001
BUTARI,BTR,NR,FZR,,,31.556444,75.183274
BABA BAKALARAYA,BBKR,,,,,31.541835000000003,75.238827
BEAS,BEAS,NR,FZR,,,31.5193738,75.2908085
DHILWAN,DIW,NR,FZR,,,31.498953,75.335011
RAMIDI HALT,RYM,,,,,31.4659508779,75.4078429907
Kauriaa Jungle,JKI,,,Uttar Pradesh,"National Highway 29, Uttar Pradesh",26.881072,83.29979800000001
HAMIRA,HMR,NR,FZR,,,31.45628,75.432702
KARTARPUR,KRE,NR,FZR,,,31.432388,75.492544
SURA NUSSI,SRX,NR,FZR,,,31.380553,75.541964
Punthottam,POM,,,,,10.93262802,79.65731229
Loha,LOHA,NWR,,Rajasthan,"Ratangarh, Rajasthan",28.006921,74.619424
BABA SODHAL NAGAR,BBSL,,,,,31.3530203474,75.5648681348
JALANDHAR CITY,JUC,NR,FZR,,,31.331665,75.591499
Kurabalakota,KBA,SCR,GTL,Andhra Pradesh,"Kurabalakota Railway Station, Andhra Pradesh",13.666284,78.48584299999999
JALANDHAR CANT,JRC,NR,FZR,,,31.306235,75.63210600000001
Ambikeshwar,ABE,NCR,,Madhya Pradesh,"State Highway 2, Madhya Pradesh",26.368567,77.963828
CHIHERU,CEU,NR,FZR,,,31.262694745,75.70669127869999
MAULI HALT,MLIH,,,,,31.175,75.769234
MAULA ALI,MAUL,,,,,31.17531,75.769544
GORAYA,GRY,NR,FZR,,,31.129722,75.77419300000001
Jutogh,JTO,NR,UMB,Himachal Pradesh,"Shimla, Himachal Pradesh",31.100734,77.122043
Jamalpur Shaikhan,JPS,NR,UMB,Punjab,"MDR 101, Punjab",29.699949,75.857438
BHATIAN,BTTN,,,,,31.071444,75.780007
PANCHPATIA DEORIA HALT,PPDA,,,,,25.7687306557,84.9361293799
KHARBAO,KHBV,CR,,Maharashtra,"Thane, Maharashtra",19.297247,72.983444
KELA DEVI,KEV,WCR,KOTA,Rajasthan,"Bharatpur, Rajasthan",27.015612,77.329069
KORADACHERI,KDE,SR,TPJ,Tamil Nadu,"Koradacheri, Tamil Nadu",10.771022,79.49003499999999
SHRI GHASINAGAR,SHGN,NCR,AGC,,,27.0865148373,76.6268054126
KOLAGHAT,QGT,,,,,22.4343309193,87.879653656
BIWAI,BW,NCR,AGC,,,27.1106230397,76.6960924713
KUSMHI,KHM,NER,BSB,,,26.72824,83.453837
NAINI,NYN,NCR,PRYJ,,,25.393138,81.86004199999999
CHITAHRA,CTHR,WCR,JBP,Madhya Pradesh,"MDR 11, Madhya Pradesh",24.862627000000003,80.842854
SATNA,STA,WCR,JBP,Madhya Pradesh,"Satna, Madhya Pradesh",24.568619,80.827717
KALAS HALT,KALS,SWR,,Karnataka,"State Highway 6, Karnataka",15.08644671,75.3899776996
KAILASAPURAM,KLPM,SR,,Tamil Nadu,"Thattaparai, Tamil Nadu",8.847387005,77.9946102
Khanapur Deccan,KHNP,SCR,SC,Karnataka,"State Highway 4, Karnataka",17.942175,77.382161
